DATE,PRCP,SNOW,SNWD,TMAX,TMIN
1995-01-01,7.9,0.0,0.0,1.7,-8.9
1995-01-02,0.0,0.0,0.0,4.4,-8.9
1995-01-03,0.0,0.0,0.0,1.1,-6.1
1995-01-04,0.0,0.0,0.0,-0.6,-12.8
1995-01-05,0.0,0.0,0.0,1.7,-11.7
1995-01-06,3.8,8.0,0.0,1.7,-4.4
1995-01-07,0.0,0.0,0.0,2.8,-10.6
1995-01-08,0.0,0.0,0.0,6.7,-3.9
1995-01-09,0.0,0.0,0.0,12.8,-7.2
1995-01-10,0.0,0.0,0.0,17.2,6.1
1995-01-11,0.0,0.0,0.0,20.6,1.7
1995-01-12,0.0,0.0,0.0,13.9,0.0
1995-01-13,0.0,0.0,0.0,7.8,3.9
1995-01-14,0.0,0.0,0.0,12.2,-1.1
1995-01-15,0.0,0.0,0.0,15.6,-5.6
1995-01-16,0.0,0.0,0.0,16.1,5.0
1995-01-17,5.6,0.0,0.0,15.6,0.6
1995-01-18,0.0,0.0,0.0,5.0,-2.8
1995-01-19,0.0,0.0,0.0,9.4,-2.2
1995-01-20,0.0,0.0,0.0,12.8,-6.7
1995-01-21,0.0,0.0,0.0,7.2,-4.4
1995-01-22,0.8,13.0,25.0,3.9,-3.9
1995-01-23,0.0,0.0,0.0,7.8,-5.6
1995-01-24,0.0,0.0,0.0,15.0,-6.1
1995-01-25,0.0,0.0,0.0,13.9,-2.8
1995-01-26,0.0,0.0,0.0,8.3,-2.2
1995-01-27,7.6,0.0,0.0,15.6,-2.2
1995-01-28,4.1,0.0,0.0,8.9,1.1
1995-01-29,1.3,,,4.4,-0.6
1995-01-30,0.0,0.0,0.0,8.9,-5.6
1995-01-31,0.0,0.0,0.0,17.2,-5.6
1995-02-01,0.0,0.0,0.0,21.7,-0.6
1995-02-02,0.0,0.0,0.0,24.4,0.6
1995-02-03,0.0,0.0,0.0,21.1,6.7
1995-02-04,0.0,0.0,0.0,16.1,-6.7
1995-02-05,0.0,0.0,0.0,13.9,-3.3
1995-02-06,0.0,0.0,0.0,12.8,-4.4
1995-02-07,0.0,0.0,0.0,8.9,-2.8
1995-02-08,0.0,0.0,0.0,5.6,-10.0
1995-02-09,0.0,0.0,0.0,15.0,-2.2
1995-02-10,0.0,0.0,0.0,11.7,-3.9
1995-02-11,0.0,0.0,0.0,5.0,-3.9
1995-02-12,0.0,0.0,0.0,-3.9,-8.9
1995-02-13,1.3,13.0,,0.0,-6.1
1995-02-14,1.0,0.0,0.0,1.1,-2.2
1995-02-15,1.5,0.0,0.0,11.1,0.6
1995-02-16,0.0,0.0,0.0,7.8,-4.4
1995-02-17,0.0,0.0,0.0,13.3,-9.4
1995-02-18,0.0,0.0,0.0,17.8,-5.6
1995-02-19,0.0,0.0,0.0,18.3,-5.6
1995-02-20,0.0,0.0,0.0,22.8,-1.7
1995-02-21,0.0,0.0,0.0,21.1,-2.8
1995-02-22,0.0,0.0,0.0,25.6,11.7
1995-02-23,0.0,0.0,0.0,22.2,2.8
1995-02-24,0.0,0.0,0.0,17.8,-0.6
1995-02-25,0.0,0.0,0.0,23.9,-0.6
1995-02-26,0.0,0.0,0.0,20.0,12.2
1995-02-27,27.7,0.0,0.0,17.8,6.7
