DATE,PRCP,SNOW,SNWD,TMAX,TMIN
1997-01-01,106.7,,,5.1,1.9
1997-01-02,71.1,,,4.6,-1.8
1997-01-03,12.7,,,-1.1,-13.3
1997-01-04,2.5,,,-3.6,-15.6
1997-01-05,2.5,,,-2.2,-13.0
1997-01-06,0.0,,,-7.2,-14.3
1997-01-07,0.0,,,-0.9,-12.7
1997-01-08,0.0,,,3.6,-8.7
1997-01-09,5.1,,,7.5,-10.4
1997-01-10,0.0,,,4.2,-10.7
1997-01-11,0.0,,,3.5,-12.7
1997-01-12,12.7,,,-4.0,-19.2
1997-01-13,0.0,,,-14.7,-26.2
1997-01-14,5.1,,,-2.2,-24.4
1997-01-15,10.2,,,0.8,-10.3
1997-01-16,0.0,,,3.0,-14.8
1997-01-17,2.5,,,3.4,-9.5
1997-01-18,0.0,,,8.7,-5.1
1997-01-19,2.5,,,7.1,-4.2
1997-01-20,27.9,,,-3.5,-7.3
1997-01-21,25.4,,,-3.6,-7.0
1997-01-22,78.7,,,-2.9,-5.4
1997-01-23,10.2,,,0.0,-12.7
1997-01-24,15.2,,,0.8,-12.4
1997-01-25,58.4,,,0.0,-2.7
1997-01-26,45.7,,,0.7,-4.0
1997-01-27,2.5,,,3.3,-10.2
1997-01-28,5.1,,,3.5,-4.0
1997-01-29,2.5,,,4.1,-6.2
1997-01-30,7.6,,,6.8,-5.9
1997-01-31,0.0,,,4.6,-5.1
1997-02-01,0.0,,,3.4,-4.9
1997-02-02,0.0,,,1.4,-13.5
1997-02-03,0.0,,,4.4,-13.8
1997-02-04,0.0,,,0.8,-7.7
1997-02-05,0.0,,,-1.2,-14.6
1997-02-06,0.0,,,3.2,-18.3
1997-02-07,0.0,,,2.8,-12.3
1997-02-08,0.0,,,-2.5,-14.3
1997-02-09,0.0,,,4.3,-16.1
1997-02-10,0.0,,,0.6,-8.1
1997-02-11,0.0,,,6.0,-11.0
1997-02-12,0.0,,,-0.7,-9.9
1997-02-13,0.0,,,3.6,-10.3
1997-02-14,0.0,,,6.0,-5.9
1997-02-15,0.0,,,8.1,-5.4
1997-02-16,0.0,,,7.6,-6.2
1997-02-17,0.0,,,0.4,-5.2
1997-02-18,0.0,,,6.8,-7.4
1997-02-19,0.0,,,3.9,-4.9
1997-02-20,0.0,,,2.9,-11.7
1997-02-21,0.0,,,4.6,-12.2
1997-02-22,0.0,,,1.0,-8.6
1997-02-23,0.0,,,-4.6,-10.4
1997-02-24,0.0,,,-4.9,-12.0
1997-02-25,0.0,,,5.5,-10.4
1997-02-26,0.0,,,4.2,-3.9
1997-02-27,0.0,,,-1.1,-8.2
1997-02-28,0.0,,,-3.9,-15.5
1997-03-01,0.0,,,4.1,-15.2
1997-03-02,0.0,,,-0.1,-6.5
1997-03-03,0.0,,,-1.7,-10.4
1997-03-04,0.0,,,4.5,-20.5
1997-03-05,0.0,,,8.3,-11.7
1997-03-06,0.0,,,7.3,-7.6
1997-03-07,0.0,,,6.8,-12.0
1997-03-08,0.0,,,9.5,-10.0
1997-03-09,0.0,,,12.6,-8.0
1997-03-10,0.0,,,14.4,-6.4
1997-03-11,0.0,,,11.4,-5.4
1997-03-12,0.0,,,7.2,-8.6
1997-03-13,0.0,,,9.3,-10.3
1997-03-14,0.0,,,11.2,-7.5
1997-03-15,0.0,,,9.5,-4.1
1997-03-16,0.0,,,4.3,-3.4
1997-03-17,5.1,,,8.2,-3.4
1997-03-18,2.5,,,14.2,-6.2
1997-03-19,0.0,,,15.8,-4.3
1997-03-20,0.0,,,13.0,-2.3
1997-03-21,0.0,,,9.3,-3.2
1997-03-22,0.0,,,12.3,-2.6
1997-03-23,0.0,,,11.8,-2.1
1997-03-24,0.0,,,9.8,-3.8
1997-03-25,0.0,,,14.4,-5.1
1997-03-26,0.0,,,12.4,-1.9
1997-03-27,0.0,,,9.8,-2.1
1997-03-28,0.0,,,8.7,-3.8
1997-03-29,0.0,,,13.2,-7.2
1997-03-30,0.0,,,7.1,-4.2
1997-03-31,5.1,,,-2.2,-11.6
1997-04-01,0.0,,,-5.0,-10.8
1997-04-02,2.5,,,-0.6,-11.6
1997-04-03,0.0,,,5.5,-7.8
1997-04-04,0.0,,,7.2,-10.3
1997-04-05,2.5,,,5.9,-13.0
1997-04-06,0.0,,,5.4,-11.9
1997-04-07,0.0,,,6.7,-6.5
1997-04-08,0.0,,,6.3,-8.2
1997-04-09,0.0,,,-0.5,-11.8
1997-04-10,5.1,,,3.3,-9.3
1997-04-11,0.0,,,4.4,-6.6
1997-04-12,2.5,,,6.9,-9.8
1997-04-13,0.0,,,8.9,-6.8
1997-04-14,0.0,,,10.7,-5.8
1997-04-15,0.0,,,12.8,-2.9
1997-04-16,0.0,,,13.0,-2.6
1997-04-17,2.5,,,12.4,-0.3
1997-04-18,0.0,,,8.2,0.2
1997-04-19,7.6,,,7.9,1.0
1997-04-20,0.0,,,11.2,-0.7
1997-04-21,12.7,,,7.1,-2.6
1997-04-22,2.5,,,10.3,-4.5
1997-04-23,5.1,,,5.0,-4.3
1997-04-24,0.0,,,5.0,-5.5
1997-04-25,0.0,,,12.4,-2.1
1997-04-26,2.5,,,16.0,-2.5
1997-04-27,0.0,,,11.4,-2.2
1997-04-28,0.0,,,7.2,-2.5
1997-04-29,0.0,,,7.9,-5.3
1997-04-30,2.5,,,7.8,-3.3
1997-05-01,2.5,,,9.9,-7.6
1997-05-02,2.5,,,9.9,-4.7
1997-05-03,0.0,,,12.4,1.2
1997-05-04,0.0,,,14.1,-1.7
1997-05-05,0.0,,,13.7,-2.6
1997-05-06,0.0,,,12.1,-1.8
1997-05-07,0.0,,,15.5,-1.2
1997-05-08,0.0,,,17.8,-2.4
1997-05-09,0.0,,,18.4,-0.5
1997-05-10,0.0,,,19.2,-0.3
1997-05-11,0.0,,,19.8,0.0
1997-05-12,0.0,,,19.8,0.8
1997-05-13,0.0,,,18.8,0.2
1997-05-14,0.0,,,17.5,-1.6
1997-05-15,0.0,,,17.1,-0.3
1997-05-16,0.0,,,18.0,0.0
1997-05-17,0.0,,,17.6,-0.1
1997-05-18,0.0,,,17.7,1.2
1997-05-19,0.0,,,17.9,0.6
1997-05-20,0.0,,,14.4,-0.1
1997-05-21,0.0,,,14.3,-1.0
1997-05-22,0.0,,,12.1,1.6
1997-05-23,5.1,,,4.0,-0.5
1997-05-24,2.5,,,7.4,-2.3
1997-05-25,2.5,,,10.9,-3.9
1997-05-26,2.5,,,11.6,-3.0
1997-05-27,0.0,,,15.3,0.9
1997-05-28,0.0,,,16.8,2.2
1997-05-29,0.0,,,17.5,1.6
1997-05-30,0.0,,,20.8,3.7
1997-05-31,0.0,,,15.2,4.6
1997-06-01,0.0,,,15.1,3.5
1997-06-02,0.0,,,17.3,1.7
1997-06-03,0.0,,,10.8,2.8
1997-06-04,12.7,,,5.3,2.7
1997-06-05,10.2,,,6.8,1.1
1997-06-06,5.1,,,14.9,2.3
1997-06-07,0.0,,,17.1,3.3
1997-06-08,0.0,,,15.0,3.3
1997-06-09,0.0,,,14.9,2.9
1997-06-10,0.0,,,12.3,1.5
1997-06-11,0.0,,,15.7,2.0
1997-06-12,0.0,,,11.8,-0.2
1997-06-13,2.5,,,5.0,-0.8
1997-06-14,20.3,,,9.8,3.3
1997-06-15,7.6,,,17.5,3.7
1997-06-16,0.0,,,20.2,4.7
1997-06-17,0.0,,,21.4,6.4
1997-06-18,0.0,,,21.8,6.5
1997-06-19,0.0,,,22.3,6.1
1997-06-20,0.0,,,19.3,8.4
1997-06-21,0.0,,,18.9,7.1
1997-06-22,0.0,,,15.6,0.8
1997-06-23,0.0,,,17.7,-0.9
1997-06-24,0.0,,,20.0,3.9
1997-06-25,0.0,,,21.1,4.2
1997-06-26,0.0,,,21.5,5.0
1997-06-27,0.0,,,19.0,6.7
1997-06-28,0.0,,,16.1,4.0
1997-06-29,0.0,,,14.4,2.3
1997-06-30,0.0,,,5.2,-1.9
1997-07-01,0.0,,,16.7,-2.0
1997-07-02,0.0,,,18.0,1.0
1997-07-03,0.0,,,23.2,5.8
1997-07-04,0.0,,,24.0,6.1
1997-07-05,0.0,,,20.9,7.1
1997-07-06,0.0,,,22.2,4.3
1997-07-07,0.0,,,24.5,5.9
1997-07-08,0.0,,,25.1,8.6
1997-07-09,0.0,,,20.7,7.7
1997-07-10,0.0,,,19.8,7.2
1997-07-11,0.0,,,17.7,4.9
1997-07-12,0.0,,,19.8,3.6
1997-07-13,0.0,,,22.7,7.2
1997-07-14,0.0,,,22.7,8.1
1997-07-15,0.0,,,22.7,8.0
1997-07-16,0.0,,,23.3,7.3
1997-07-17,0.0,,,17.9,4.4
1997-07-18,0.0,,,21.2,1.9
1997-07-19,0.0,,,22.7,7.2
1997-07-20,0.0,,,24.3,8.7
1997-07-21,0.0,,,23.8,8.4
1997-07-22,0.0,,,22.9,8.1
1997-07-23,0.0,,,13.7,9.1
1997-07-24,0.0,,,19.0,8.2
1997-07-25,0.0,,,20.7,7.2
1997-07-26,0.0,,,21.4,8.3
1997-07-27,0.0,,,21.4,7.9
1997-07-28,0.0,,,19.5,7.0
1997-07-29,0.0,,,19.2,5.5
1997-07-30,0.0,,,18.2,6.2
1997-07-31,0.0,,,19.5,4.9
1997-08-01,0.0,,,20.3,6.3
1997-08-02,0.0,,,21.6,5.2
1997-08-03,0.0,,,24.0,7.0
1997-08-04,0.0,,,23.4,8.4
1997-08-05,0.0,,,27.5,9.4
1997-08-06,0.0,,,28.0,10.7
1997-08-07,0.0,,,26.7,11.0
1997-08-08,0.0,,,25.9,10.9
1997-08-09,0.0,,,22.2,9.7
1997-08-10,0.0,,,21.1,5.7
1997-08-11,0.0,,,20.0,4.6
1997-08-12,0.0,,,21.4,7.3
1997-08-13,0.0,,,24.0,7.6
1997-08-14,0.0,,,23.2,7.4
1997-08-15,0.0,,,22.5,8.0
1997-08-16,0.0,,,21.1,7.1
1997-08-17,0.0,,,19.2,5.6
1997-08-18,0.0,,,20.6,7.2
1997-08-19,0.0,,,22.0,8.5
1997-08-20,0.0,,,19.3,8.2
1997-08-21,0.0,,,22.1,6.0
1997-08-22,0.0,,,22.6,5.8
1997-08-23,0.0,,,21.2,7.5
1997-08-24,0.0,,,18.3,6.4
1997-08-25,0.0,,,20.2,4.2
1997-08-26,0.0,,,18.9,5.7
1997-08-27,0.0,,,19.3,6.6
1997-08-28,0.0,,,18.3,5.4
1997-08-29,0.0,,,19.0,3.7
1997-08-30,0.0,,,21.5,5.4
1997-08-31,0.0,,,21.2,7.2
1997-09-01,0.0,,,21.7,7.4
1997-09-02,2.5,,,14.8,6.0
1997-09-03,0.0,,,17.0,6.1
1997-09-04,0.0,,,20.7,5.7
1997-09-05,0.0,,,18.9,6.9
1997-09-06,0.0,,,18.9,6.3
1997-09-07,0.0,,,21.2,5.6
1997-09-08,0.0,,,20.3,7.7
1997-09-09,0.0,,,20.9,7.0
1997-09-10,0.0,,,17.6,7.7
1997-09-11,0.0,,,16.0,6.1
1997-09-12,0.0,,,18.5,3.7
1997-09-13,0.0,,,18.2,5.5
1997-09-14,0.0,,,15.4,5.5
1997-09-15,0.0,,,12.4,0.6
1997-09-16,0.0,,,16.9,0.3
1997-09-17,0.0,,,14.8,3.9
1997-09-18,0.0,,,10.9,3.7
1997-09-19,0.0,,,11.0,1.0
1997-09-20,0.0,,,13.7,1.5
1997-09-21,0.0,,,20.1,2.0
1997-09-22,0.0,,,20.2,3.1
1997-09-23,0.0,,,20.8,3.9
1997-09-24,0.0,,,19.5,4.4
1997-09-25,7.6,,,11.5,6.9
1997-09-26,0.0,,,14.8,3.1
1997-09-27,0.0,,,16.0,1.9
1997-09-28,0.0,,,17.1,4.7
1997-09-29,0.0,,,20.1,5.2
1997-09-30,0.0,,,20.4,6.5
1997-10-01,0.0,,,16.5,7.2
1997-10-02,0.0,,,9.1,0.3
1997-10-03,0.0,,,19.9,-0.6
1997-10-04,0.0,,,18.2,2.5
1997-10-05,0.0,,,17.7,3.4
1997-10-06,0.0,,,6.5,-2.2
1997-10-07,0.0,,,5.7,-4.9
1997-10-08,7.6,,,6.9,-4.6
1997-10-09,15.2,,,1.4,-1.2
1997-10-10,15.2,,,0.6,-4.9
1997-10-11,0.0,,,0.4,-5.9
1997-10-12,0.0,,,5.1,-6.8
